,ttext,date,isretweet,retweetcount,favoritecount,score,product,state,country,duplicate,airline_sentiment
206,RT @AndhraPradeshCM: Through measures like the APITA mega job recruitment drives we are bringing employment opportunities to the youth of A,23/07/18 10:11,TRUE,144,0,1,Employment,Andhra Pradesh,India,TRUE,positive
207,RT @AndhraPradeshCM: Through measures like the APITA mega job recruitment drives we are bringing employment opportunities to the youth of A,23/07/18 10:11,TRUE,144,0,1,Employment,Andhra Pradesh,India,TRUE,positive
208,RT @AndhraPradeshCM: Through measures like the APITA mega job recruitment drives we are bringing employment opportunities to the youth of A,23/07/18 10:11,TRUE,144,0,1,Employment,Andhra Pradesh,India,TRUE,positive
209,RT @AndhraPradeshCM: Through measures like the APITA mega job recruitment drives we are bringing employment opportunities to the youth of A,23/07/18 9:12,TRUE,144,0,1,Employment,Andhra Pradesh,India,TRUE,positive
210,RT @AndhraPradeshCM: Through measures like the APITA mega job recruitment drives we are bringing employment opportunities to the youth of A,23/07/18 8:39,TRUE,144,0,1,Employment,Andhra Pradesh,India,TRUE,positive
211,RT @AndhraPradeshCM: Through measures like the APITA mega job recruitment drives we are bringing employment opportunities to the youth of A,23/07/18 7:48,TRUE,144,0,1,Employment,Andhra Pradesh,India,TRUE,positive
212,RT @AndhraPradeshCM: Through measures like the APITA mega job recruitment drives we are bringing employment opportunities to the youth of A,23/07/18 7:45,TRUE,144,0,1,Employment,Andhra Pradesh,India,TRUE,positive
213,RT @AndhraPradeshCM: Through measures like the APITA mega job recruitment drives we are bringing employment opportunities to the youth of A,23/07/18 7:40,TRUE,144,0,1,Employment,Andhra Pradesh,India,TRUE,positive
214,RT @AndhraPradeshCM: Through measures like the APITA mega job recruitment drives we are bringing employment opportunities to the youth of A,23/07/18 7:21,TRUE,144,0,1,Employment,Andhra Pradesh,India,TRUE,positive
215,RT @AndhraPradeshCM: Through measures like the APITA mega job recruitment drives we are bringing employment opportunities to the youth of A,23/07/18 7:15,TRUE,144,0,1,Employment,Andhra Pradesh,India,TRUE,positive
216,RT @AndhraPradeshCM: Through measures like the APITA mega job recruitment drives we are bringing employment opportunities to the youth of A,23/07/18 6:54,TRUE,144,0,1,Employment,Andhra Pradesh,India,TRUE,positive
217,RT @AndhraPradeshCM: Through measures like the APITA mega job recruitment drives we are bringing employment opportunities to the youth of A,23/07/18 6:31,TRUE,144,0,1,Employment,Andhra Pradesh,India,TRUE,positive
218,RT @AndhraPradeshCM: Through measures like the APITA mega job recruitment drives we are bringing employment opportunities to the youth of A,23/07/18 6:20,TRUE,144,0,1,Employment,Andhra Pradesh,India,TRUE,positive
219,RT @AndhraPradeshCM: Through measures like the APITA mega job recruitment drives we are bringing employment opportunities to the youth of A,23/07/18 6:17,TRUE,144,0,1,Employment,Andhra Pradesh,India,TRUE,positive
220,RT @AndhraPradeshCM: Through measures like the APITA mega job recruitment drives we are bringing employment opportunities to the youth of A,23/07/18 6:13,TRUE,144,0,1,Employment,Andhra Pradesh,India,TRUE,positive
221,"HINDUSTAN UNILEVER COMPANY REQUIREMENT_FRESHER CANDIDATE FOR FAIR and SAFETY: Freelancer Sunil Kumar 5 - Hyderabad,  ",23/07/18 6:06,FALSE,0,0,1,Employment,Andhra Pradesh,India,FALSE,positive
222,RT @AndhraPradeshCM: Through measures like the APITA mega job recruitment drives we are bringing employment opportunities to the youth of A,23/07/18 6:03,TRUE,144,0,1,Employment,Andhra Pradesh,India,TRUE,positive
223,RT @AndhraPradeshCM: Through measures like the APITA mega job recruitment drives we are bringing employment opportunities to the youth of A,23/07/18 5:54,TRUE,144,0,1,Employment,Andhra Pradesh,India,TRUE,positive
224,RT @AndhraPradeshCM: Through measures like the APITA mega job recruitment drives we are bringing employment opportunities to the youth of A,23/07/18 5:54,TRUE,144,0,1,Employment,Andhra Pradesh,India,TRUE,positive
225,RT @AndhraPradeshCM: Through measures like the APITA mega job recruitment drives we are bringing employment opportunities to the youth of A,23/07/18 5:17,TRUE,144,0,1,Employment,Andhra Pradesh,India,TRUE,positive
226,RT @AndhraPradeshCM: Through measures like the APITA mega job recruitment drives we are bringing employment opportunities to the youth of A,23/07/18 5:03,TRUE,144,0,1,Employment,Andhra Pradesh,India,TRUE,positive
227,RT @AndhraPradeshCM: Through measures like the APITA mega job recruitment drives we are bringing employment opportunities to the youth of A,23/07/18 5:00,TRUE,144,0,1,Employment,Andhra Pradesh,India,TRUE,positive
228,RT @AndhraPradeshCM: Through measures like the APITA mega job recruitment drives we are bringing employment opportunities to the youth of A,23/07/18 4:54,TRUE,144,0,1,Employment,Andhra Pradesh,India,TRUE,positive
229,RT @AndhraPradeshCM: Through measures like the APITA mega job recruitment drives we are bringing employment opportunities to the youth of A,23/07/18 4:53,TRUE,144,0,1,Employment,Andhra Pradesh,India,TRUE,positive
230,RT @AndhraPradeshCM: Through measures like the APITA mega job recruitment drives we are bringing employment opportunities to the youth of A,23/07/18 4:50,TRUE,144,0,1,Employment,Andhra Pradesh,India,TRUE,positive
231,RT @AndhraPradeshCM: Through measures like the APITA mega job recruitment drives we are bringing employment opportunities to the youth of A,23/07/18 4:47,TRUE,144,0,1,Employment,Andhra Pradesh,India,TRUE,positive
232,Through measures like the APITA mega job recruitment drives we are bringing employment opportunities to the youth o  ,23/07/18 4:46,FALSE,144,558,1,Employment,Andhra Pradesh,India,FALSE,positive
233,[Job] Engineer Process Offshore | Company: Reliance Industries | Location: Kakinada AP Andhra Pradesh India |  ,22/07/18 22:02,FALSE,0,0,0,Employment,Andhra Pradesh,India,FALSE,neutral
234,"Job Fair in Andhra Pradesh on 5th, 6th, 7th, 8th July 2018 Off Campus Drive Freshers Walkin  ",22/07/18 14:04,FALSE,0,0,1,Employment,Andhra Pradesh,India,FALSE,positive
235,"Driver caught by police in Andhra Pradesh.Gr888...Job Bhadrak Police...salute.. Jaihind     ",22/07/18 8:24,FALSE,0,0,0,Employment,Andhra Pradesh,India,FALSE,neutral
236,@megopichand You did very good job and used the given time very wisely to vouch concerns to central govt on behalf  ,22/07/18 7:46,FALSE,0,0,2,Employment,Andhra Pradesh,India,FALSE,positive
237,"Business Development Executive(female): Asian Technology Solutions - Hyderabad, Telangana - Andhra Pradesh - Key Re  ",22/07/18 6:54,FALSE,0,0,0,Employment,Andhra Pradesh,India,FALSE,neutral
238,"Hiring Salesforce _ Trained Freshers: Nest Global Consulting Services - Hyderabad, Telangana - Andhra Pradesh - Hir  ",22/07/18 6:54,FALSE,0,0,0,Employment,Andhra Pradesh,India,FALSE,neutral
239,"Non IT Recruiter: Aadvi Tech Solutions Pvt Ltd - Hyderabad, Telangana - Andhra Pradesh - Non IT Recruiter.Candidate  ",22/07/18 6:54,FALSE,0,0,0,Employment,Andhra Pradesh,India,FALSE,neutral
240,"Associate Manager / Manager Pre Sales: Adya Smart Metering - Hyderabad, Telangana - Andhra Pradesh - Key Responsibi  ",22/07/18 6:54,FALSE,0,0,1,Employment,Andhra Pradesh,India,FALSE,positive
241,"Walk In Interviews for English / Hindi - Voice Profile- Day Shift: Hyderabad, Telangana - Andhra Pradesh - Candidat  ",22/07/18 6:54,FALSE,0,0,0,Employment,Andhra Pradesh,India,FALSE,neutral
242,"ground staff Job call 9911419534: Freelancer Dinesh Joshi - Visakhapatnam, Andhra Pradesh - Job Profile Post Reserv  ",22/07/18 6:54,FALSE,0,0,0,Employment,Andhra Pradesh,India,FALSE,neutral
243,"Customer Relationship Officer: NJ India Invest - Hyderabad, Telangana - Andhra Pradesh - Primary Role AUDITING TRAD  ",22/07/18 6:54,FALSE,0,0,0,Employment,Andhra Pradesh,India,FALSE,neutral
244,"Apply For Data Entry Work In New Opening BPO: Hyderabad, Telangana - Andhra Pradesh - Domestic Bpo / International  ",22/07/18 6:54,FALSE,0,0,1,Employment,Andhra Pradesh,India,FALSE,positive
245,"Business Development Manager: IQAG - Hyderabad, Telangana - Andhra Pradesh - Job Description Send me Jobs like this  ",22/07/18 6:02,FALSE,0,0,1,Employment,Andhra Pradesh,India,FALSE,positive
246,"Voice process (International sales-Day shift): Leo Marcom Private Limited - Hyderabad, Telangana - Andhra Pradesh -  ",22/07/18 6:02,FALSE,0,0,-1,Employment,Andhra Pradesh,India,FALSE,negative
247,Andhra Pradesh All AIRPORT Job call9540703370  ,21/07/18 23:18,FALSE,0,0,0,Employment,Andhra Pradesh,India,FALSE,neutral
248,"@vinodboianpalli @trspartyonline @TelanganaCMO @narendramodi Vinod sirGreat speech in parliament, you raised 4 cr  ",21/07/18 17:43,FALSE,0,0,0,Employment,Andhra Pradesh,India,FALSE,neutral
249,@narendramodi Mr jadu Modi gi AP people teach u lesson soon. BJP &amp;Congress did in scientific division of Andhra Pra  ,21/07/18 17:34,FALSE,0,0,0,Employment,Andhra Pradesh,India,FALSE,neutral
250,@PMOIndia @narendramodi Like what you have done for past four years? I am from Andhra Pradesh and I lost trust/hope  ,21/07/18 17:31,FALSE,0,0,0,Employment,Andhra Pradesh,India,FALSE,neutral
251,@RamMNK @ncbn And thank you for the excellent job you did on behalf of people of Andhra. Your father would be extremely proud of you.,21/07/18 13:16,FALSE,0,4,3,Employment,Andhra Pradesh,India,FALSE,positive
252,[Job] Junior Engineer - Electrical | Company: Creative Engineering Associates | Location: Guntur AP Andhra Pradesh  ,21/07/18 12:22,FALSE,0,0,1,Employment,Andhra Pradesh,India,FALSE,positive
253,@ncbn @narendramodi You should be ashamed of you calling yourself Telugu when you were responsible for dividing the  ,21/07/18 12:01,FALSE,0,1,-1,Employment,Andhra Pradesh,India,FALSE,negative
254,"RT @freejobsnews: SHAR ISRO Recruitment - 435 PostsJob Location - Andhra PradeshName of Posts - Trade Apprentice-Fitter &amp; Other PostsLas",21/07/18 9:35,TRUE,4,0,0,Employment,Andhra Pradesh,India,FALSE,neutral
255,"RT @freejobsnews: AIATSL Recruitment - 89 PostsJob Location - Andhra PradeshName of Posts - Customer Agent &amp; Other PostsDate of Intervie",21/07/18 9:34,TRUE,3,0,0,Employment,Andhra Pradesh,India,TRUE,neutral
256,@ncbn wants PM @narendramodi to hand him billions so that he can pay that money to foreign architect firms and buil  ,21/07/18 9:16,FALSE,0,0,0,Employment,Andhra Pradesh,India,FALSE,neutral
257,"@TimesNow @Shehzad_Ind Masters in twisting facts . Jumla was bringing back black money,15 lakhs to everyone, 2 cror  ",21/07/18 9:05,FALSE,0,0,1,Employment,Andhra Pradesh,India,FALSE,positive
258,"RT @srichowdary4: Thanks for representing voice of Andhra Pradesh with a Roar in ParliamentGreat job guys @RamMNK @JayGalla  ",21/07/18 8:52,TRUE,1,0,0,Employment,Andhra Pradesh,India,FALSE,neutral
259,"@rohini_sgh Ye pappu kon hai ...Mujhe toh feku ke barey mey pata hai Kaha tha kala dhan launga ...  Laya nahiK  ",21/07/18 6:31,FALSE,0,0,0,Employment,Andhra Pradesh,India,FALSE,neutral
260,"Thanks for representing voice of Andhra Pradesh with a Roar in ParliamentGreat job guys @RamMNK @JayGalla  ",21/07/18 6:22,FALSE,1,1,0,Employment,Andhra Pradesh,India,FALSE,neutral
261,"Bulk Hiring For Cabin Crew): Freelancer Sujeet Kumar Singh - Visakhapatnam, Andhra Pradesh - Job Title Air Hostess,  ",21/07/18 5:24,FALSE,0,0,0,Employment,Andhra Pradesh,India,FALSE,neutral
262,"Vice President - Sales and Marketing: CallHealth Services Pvt Ltd - Hyderabad, Telangana - Andhra Pradesh - Job Bri  ",21/07/18 5:24,FALSE,0,0,-1,Employment,Andhra Pradesh,India,FALSE,negative
263,"fire and safety officer at airport: Freelancer Sujeet Kumar Singh - Visakhapatnam, Andhra Pradesh - Job Description  ",21/07/18 5:24,FALSE,0,0,0,Employment,Andhra Pradesh,India,FALSE,neutral
264,"Deputy Branch Manager,Banking Operations: Career Support - Visakhapatnam, Andhra Pradesh - Job Description:- A bank  ",21/07/18 5:24,FALSE,0,0,1,Employment,Andhra Pradesh,India,FALSE,positive
265,"BHEL recruitment 2018 apply for 44 Diploma Apprentice Posts.Job Location : Kerala, Madhya Pradesh, Chhattisgarh,  ",21/07/18 4:30,FALSE,0,0,0,Employment,Andhra Pradesh,India,FALSE,neutral
266,"BHEL recruitment 2018 apply for 44 Diploma Apprentice Posts.Job Location : Kerala, Madhya Pradesh, Chhattisgarh,  ",21/07/18 4:30,FALSE,0,0,0,Employment,Andhra Pradesh,India,TRUE,neutral
267,"BHEL recruitment 2018 apply for 44 Diploma Apprentice Posts.Job Location : Kerala, Madhya Pradesh, Chhattisgarh,  ",21/07/18 4:30,FALSE,0,0,0,Employment,Andhra Pradesh,India,TRUE,neutral
268,"BHEL recruitment 2018 apply for 44 Diploma Apprentice Posts.Job Location : Kerala, Madhya Pradesh, Chhattisgarh,  ",21/07/18 4:30,FALSE,0,0,0,Employment,Andhra Pradesh,India,TRUE,neutral
269,"@LastBench_ @akhileshsharma1 Before election TDP will not. After election, bargain ... If they align with Congress  ",21/07/18 4:05,FALSE,0,6,1,Employment,Andhra Pradesh,India,FALSE,positive
270,"Great Job Guys. &lt;3 @JayGalla@ncbn @naralokesh @JanaSenaParty@rmkThanks for representing voice of Andhra Pradesh  ",21/07/18 3:02,FALSE,0,0,1,Employment,Andhra Pradesh,India,FALSE,positive
271,"RT @journalism_only: What was new in Pmmodi speech? Was it election rally? For vote bank Caste card?Who assured Andhra Special status",20/07/18 22:02,TRUE,5,0,0,Employment,Andhra Pradesh,India,FALSE,neutral
272,"RT @journalism_only: What was new in Pmmodi speech? Was it election rally? For vote bank Caste card?Who assured Andhra Special status",20/07/18 22:01,TRUE,5,0,0,Employment,Andhra Pradesh,India,TRUE,neutral
273,"@RamMNK @GallaJaydev @kesineni_nani, watched the 3 of you fight for Andhra Pradesh by putting out facts in the parl  ",20/07/18 18:43,FALSE,0,1,0,Employment,Andhra Pradesh,India,FALSE,neutral
274,"@PawanDurani Sir ji ! Modi as PM, needed to cover many issues which many could find less entertaining. Andhra, TDP,  ",20/07/18 18:39,FALSE,0,4,0,Employment,Andhra Pradesh,India,FALSE,neutral
275,"RT @journalism_only: What was new in Pmmodi speech? Was it election rally? For vote bank Caste card?Who assured Andhra Special status",20/07/18 17:43,TRUE,5,0,0,Employment,Andhra Pradesh,India,TRUE,neutral
276,"RT @journalism_only: What was new in Pmmodi speech? Was it election rally? For vote bank Caste card?Who assured Andhra Special status",20/07/18 17:30,TRUE,5,0,0,Employment,Andhra Pradesh,India,TRUE,neutral
277,"RT @journalism_only: What was new in Pmmodi speech? Was it election rally? For vote bank Caste card?Who assured Andhra Special status",20/07/18 17:29,TRUE,5,0,0,Employment,Andhra Pradesh,India,TRUE,neutral
278,"What was new in Pmmodi speech? Was it election rally? For vote bank Caste card?Who assured Andhra Special stat  ",20/07/18 17:21,FALSE,5,3,0,Employment,Andhra Pradesh,India,FALSE,neutral
279,"@sagarikaghose @narendramodi I mean. He's been talking about job creation, infrastructure growth, economy and suppo  ",20/07/18 17:16,FALSE,0,0,0,Employment,Andhra Pradesh,India,FALSE,neutral
280,"Jobs For Cluster Manager  General Insurance |bancassurance Hyderabad, Telangana  Andhra Pradesh ! JOB S N TA HR S  ",20/07/18 16:09,FALSE,0,0,0,Employment,Andhra Pradesh,India,FALSE,neutral
281,@RamMNK Loved your intensity and intension towards Andhra! Full Packed speech from two Guy's you and @JayGalla ! AP  ,20/07/18 15:12,FALSE,0,0,1,Employment,Andhra Pradesh,India,FALSE,positive
282,@DtPiyu Are you getting a new job in Andhra? ,20/07/18 12:54,FALSE,0,0,0,Employment,Andhra Pradesh,India,FALSE,neutral
283,"RINL Vizag Steel Plant Recruitment - 95 PostsJob Location - Andhra PradeshName of Posts - Operators &amp; Technician  ",20/07/18 12:01,FALSE,1,0,0,Employment,Andhra Pradesh,India,FALSE,neutral
284,You both of you done a great job in parliament as the members of parliament you gave  excellent speech in parliment  ,20/07/18 11:29,FALSE,0,0,2,Employment,Andhra Pradesh,India,FALSE,positive
285,@NeShAnTh9 Great sir good job thank you for projecting Andhra Pradesh once again,20/07/18 7:22,FALSE,0,1,3,Employment,Andhra Pradesh,India,FALSE,positive
286,"There's no BJP in AP and Telangana; The way Andhra Pradesh people are crying for special status state will be hit  ",20/07/18 6:54,FALSE,0,1,0,Employment,Andhra Pradesh,India,FALSE,neutral
287,"My answer to Can I get a government job? I am a female that was born on the 6th day of March, 1994 at 9:23 PM in Vi  ",20/07/18 2:37,FALSE,0,1,0,Employment,Andhra Pradesh,India,FALSE,neutral
288,"RT @MiIlionaireMind: Motivational videos/tweets are like Red Bull. They energize you temporarily but not permanently.Only a real vision &amp;",19/07/18 18:13,TRUE,1253,0,2,Employment,Andhra Pradesh,India,FALSE,positive
289,"Hiring for Channel Sales Manager Bengaluru / Bangalore, Tirupati, Andhra Pradesh - Other, Cochin for Exp. 2 - 6 yea  ",19/07/18 16:31,FALSE,0,0,0,Employment,Andhra Pradesh,India,FALSE,neutral
290,"Hiring for Channel Sales Manager Bengaluru / Bangalore, Tirupati, Andhra Pradesh - Other, Cochin for Exp. 2 - 6 yea  ",19/07/18 16:30,FALSE,0,0,0,Employment,Andhra Pradesh,India,TRUE,neutral
291,"Hiring for Channel Sales Manager Bengaluru / Bangalore, Tirupati, Andhra Pradesh - Other, Cochin for Exp. 2 - 6 yea  ",19/07/18 16:30,FALSE,0,0,0,Employment,Andhra Pradesh,India,TRUE,neutral
292,"@ncbn Sir, na peru venkatesh. Nenu Indian navy lo job chesthunna. Kaani andhra lo mee governance choosi nenu mee ki  ",19/07/18 15:38,FALSE,0,0,0,Employment,Andhra Pradesh,India,FALSE,neutral
293,@ghoshcob Students are not at fault it is the decades of brainwashing by TN politicians . My niece shifted from CBS  ,19/07/18 10:56,FALSE,0,2,-1,Employment,Andhra Pradesh,India,FALSE,negative
294,"Informatica ETL Developer: The Dream Solutions - Hyderabad, Telangana - Andhra Pradesh - Senior Developer - Data In  ",19/07/18 7:54,FALSE,0,0,0,Employment,Andhra Pradesh,India,FALSE,neutral
295,"Agency Manager - Sales: StepUpFind - Hyderabad, Telangana - Andhra Pradesh - Primarily responsible for management a  ",19/07/18 7:54,FALSE,0,0,0,Employment,Andhra Pradesh,India,FALSE,neutral
296,"Required for britan.nia fmcg Company Supervisor: Freelancer Man Singh Yadav - Visakhapatnam, Andhra Pradesh - Requi  ",19/07/18 7:54,FALSE,0,0,0,Employment,Andhra Pradesh,India,FALSE,neutral
297,Social Media Marketing Internship in Visakhapatnam at Coventek Solutions Private Limited: Coventek Solutions Privat  ,19/07/18 7:54,FALSE,0,4,-1,Employment,Andhra Pradesh,India,FALSE,negative
298,"Corporate Sales Manager: Adroit Managers HR Consultant - Hyderabad, Telangana - Andhra Pradesh - Opening for a well  ",19/07/18 7:54,FALSE,0,0,2,Employment,Andhra Pradesh,India,FALSE,positive
299,"Maintenance Supervisor: AKSAA GROUP - Hyderabad, Telangana - Andhra Pradesh - Service/Maintenance .Respond to and c  ",19/07/18 7:54,FALSE,0,0,0,Employment,Andhra Pradesh,India,FALSE,neutral
300,"Hospital Administrator - Vijayawada: Ikya Human Capital Solutions Pvt Ltd - Vijayawada, Andhra Pradesh - We are loo  ",19/07/18 7:54,FALSE,0,0,0,Employment,Andhra Pradesh,India,FALSE,neutral
301,"Sales Head: Chhariot Solutions - Hyderabad, Telangana - Andhra Pradesh - Develop, manage and mentor front line Sale  ",19/07/18 7:54,FALSE,0,0,0,Employment,Andhra Pradesh,India,FALSE,neutral
302,"Customer Support: Agensi Pekerjaan Asia Recruit Sdn Bhd - Machilipatnam, Andhra Pradesh - Puchong Jaya, Selangor -  ",19/07/18 7:39,FALSE,0,0,1,Employment,Andhra Pradesh,India,FALSE,positive
303,NSTFDC funds help create job opportunities for tribal youth  ,19/07/18 3:18,FALSE,0,0,0,Employment,Andhra Pradesh,India,FALSE,neutral
304,NSTFDC funds help create job opportunities for tribal youth ..  ,19/07/18 2:42,FALSE,0,0,0,Employment,Andhra Pradesh,India,FALSE,neutral
305,[Job] Depot Officer Tada | Company: Reliance Industries | Location: Tada AP Andhra Pradesh India | Tada Petroleum  ,18/07/18 22:53,FALSE,0,0,0,Employment,Andhra Pradesh,India,FALSE,neutral
306,TTD contract workers demand job security..  ,18/07/18 20:24,FALSE,0,0,0,Employment,Andhra Pradesh,India,FALSE,neutral
307,TTD contract workers demand job security  ,18/07/18 19:16,FALSE,0,0,0,Employment,Andhra Pradesh,India,FALSE,neutral
308,"But no one from Telangana/Andhra. Great job. Now we know whom not to vote for. @KTRTRS @asadowaisi  ",18/07/18 17:46,FALSE,0,0,1,Employment,Andhra Pradesh,India,FALSE,positive
309,"RT @JitendraEmmani: @RamMNK @ncbn Great job Team TDP !  Looking forward to hear you and @jaygalla speak on injustice done to Andhra Prade",18/07/18 13:19,TRUE,2,0,0,Employment,Andhra Pradesh,India,FALSE,neutral
310,"@KTRTRS AskKTR Anna nadhi Telanga nenu laggam chesukundi Andhra Gordavari pillani, Job chesthundhi Maharasta Pune  ",18/07/18 10:40,FALSE,0,0,0,Employment,Andhra Pradesh,India,FALSE,neutral